,Name,MRP,Discounted Price,Manufacturer
762,Bioderma Sensibio Face Gel Moussant 100 ml,449.00,,Mkt: Naos Skin Care India Pvt Ltd
763,BILUMA ADVANCE SKIN BRIGHTENING Lotion 45gm,835.00,776.55,Mkt: Galderma India Pvt Ltd
764,BILUMA ADVANCE SKIN BRIGHTENING Face Wash 100ml,680.00,584.80,Mkt: Galderma India Pvt Ltd
765,BIOCIL MPS (MINT) Suspension 170ml,117.80,82.46,Mkt: Cadila Healthcare Ltd (Zydus) (Generics)
766,BJain Omeo Broncholite Medicated Syrup 200 ml,175.00,157.50,Mkt: Bjain Pharmaceuticals Pvt. Ltd
767,BIOCETAM 800 Tablet 10's,184.95,151.66,Mkt: Biochem Pharmaceutical Industries Ltd
768,Bodywell Tulsi (Holi Basil) 500 mg Veg Capsule 60's,449.00,359.20,Mkt: Sutram Ayurveda Pvt. Ltd.
769,Bodywell Musli Plus 500 mg Veg Capsule 60's,1250.00,1000.00,Mkt: Sutram Ayurveda Pvt. Ltd.
770,Bodywell Ultimate Immunity 500 mg Capsule 60's,1250.00,1000.00,Mkt: Sutram Ayurveda Pvt. Ltd.
771,Bodywell Ashwagandha 500 mg Veg Capsule 60's,549.00,439.20,Mkt: Sutram Ayurveda Pvt. Ltd.
772,Bodywell Immune Master Drops 40 ml,850.00,680.00,Mkt: Sutram Ayurveda Pvt. Ltd.
773,Bodywell Chyawanprash Paste 600 gm,650.00,520.00,Mkt: Sutram Ayurveda Pvt. Ltd.
774,BUDEZ OD Tablet 15's,742.00,608.44,Mkt: Sun Pharmaceutical Industries Ltd
775,BROMOSHINE DS Tablet 10's,396.00,324.72,Mkt: SS Lifevision Private Limited
776,BROMOSHINE D Tablet 10's,207.00,169.74,Mkt: SS Lifevision Private Limited
777,BEWORM PLUS Tablet 1's,24.00,19.68,Mkt: Sterkem Pharma Pvt Ltd
778,BUDECORT Respules 0.2ml,23.89,19.59,Mkt: Cipla Ltd
779,BSN Leukofix Porous Surgical Tape (PE) (7.50 cm x 9.14 mtr) 4's,1195.00,908.20,Mkt: Essity India Private Limited
780,BSN Leukofix Porous Surgical Tape (PE) (2.5 cm x 9.14 mtr) 12's,1195.00,860.40,Mkt: Essity India Private Limited
781,BSN Elastomull Elastic Fixation Bandage (10 cm x 4 mtr) 1's,53.00,48.76,Mkt: Essity India Private Limited
782,BSN Elastomull Elastic Fixation Bandage (8 cm x 4 mtr) 1's,34.05,33.03,Mkt: Essity India Private Limited
783,BSN Artiflex Cast Padding (15 cm x 3 mtr) 1's,282.00,225.60,Mkt: Essity India Private Limited
784,BSN Artiflex Cast Padding (10 cm x 3 mtr) 1's,193.00,127.38,Mkt: Essity India Private Limited
785,BSN Leukoband Elastic Adhesive Bandage (10 cm x 4/6 mtr) 1's,1405.00,688.45,Mkt: Essity India Private Limited
786,BSN Leukoband Elastic Adhesive Bandage (10 cm x 1 mtr) 1's,346.00,283.72,Mkt: Essity India Private Limited
787,BSN Leukoband Elastic Adhesive Bandage (8 cm x 4/6 mtr) 1's,913.00,520.41,Mkt: Essity India Private Limited
788,BSN Fixomull Stretch Adhesive Tape (10 cm x 2 mtr) 1's,429.00,356.07,Mkt: Essity India Private Limited
789,BSN Fixomull Stretch Adhesive Tape (15 cm x 10 mtr) 1's,1369.00,1300.55,Mkt: Essity India Private Limited
790,BSN Fixomull Stretch Adhesive Tape (10 cm x 10 mtr) 1's,1370.00,959.00,Mkt: Essity India Private Limited
791,BSN Fixomull Stretch Adhesive Tape (5 cm x 10 mtr) 1's,570.00,547.20,Mkt: Essity India Private Limited
792,BETAGOLD OD 48 Tablet 10's,246.00,201.72,Mkt: Cnx Healthcare Pvt Ltd
793,BETAGOLD 24 Tablet 10's,171.00,140.22,Mkt: Cnx Healthcare Pvt Ltd
794,BSN Cutisorb Absorbent Cotton Pad (10 cm x 20 cm) 1's,74.00,62.90,Mkt: Essity India Private Limited
795,BSN Cutisorb Absorbent Cotton Pad (10 cm x 10 cm) 1's,47.50,42.75,Mkt: Essity India Private Limited
796,BSN Cutisorb Eye Pad 1's,29.00,27.26,Mkt: Essity India Private Limited
797,BSN Cuticell Plus Dressing Gauze (10 cm x 30 cm) 1's,113.00,109.61,Mkt: Essity India Private Limited
798,BSN Cuticell Plus Dressing Gauze (10 cm x 10 cm) 1's,53.50,51.90,Mkt: Essity India Private Limited
799,BSN Cuticell C Dressing Gauze (10 cm x 30 cm) 1's,68.00,65.28,Mkt: Essity India Private Limited
800,BSN Cuticell C Dressing Gauze (10 cm x 10 cm) 10's,370.00,329.30,Mkt: Essity India Private Limited
801,BSN Cuticell Classic Dressing Gauze (10 cm x 30 cm) 1's,57.00,54.15,Mkt: Essity India Private Limited
802,BSN Cuticell Classic Dressing Gauze (10 cm x 10 cm) 20's,236.00,221.84,Mkt: Essity India Private Limited
803,BSN Cuticell Classic Dressing Gauze (10 cm x 10 cm) 10's,1140.00,1048.80,Mkt: Essity India Private Limited
804,BRIVASURE Oral Solution 100ml,437.50,358.75,Mkt: Alkem Laboratories Ltd
805,BeatO Dnurse SP1 Blood Glucose Test Strips (Pack of 2 x 50's),1800.00,1458.00,Mkt: Healtharx Technologies Pvt. Ltd.
806,BeatO Curv Blood Glucose Test Strips 100's,2000.00,1350.00,Mkt: Healtharx Technologies Pvt. Ltd.
807,BeatO Smart Glucometer Kit (Mobile Connected Glucometer 1's + Test Strips 50's),1900.00,1064.00,Mkt: Healtharx Technologies Pvt. Ltd.
808,BeatO Smart Glucometer Kit (Mobile Connected Glucometer 1's + Test Strips 20's),1500.00,750.00,Mkt: Healtharx Technologies Pvt. Ltd.
809,BeatO Curv Glucometer Kit (USB Connected Glucometer 1's + Blood Glucose Test Strips 100's),3600.00,1710.00,Mkt: Healtharx Technologies Pvt. Ltd.
810,BeatO Curv Glucometer Kit (USB Connected Glucometer 1's + Blood Glucose Test Strips 50's),2300.00,1035.00,Mkt: Healtharx Technologies Pvt. Ltd.
811,BeatO Curv Glucometer Kit (USB Connected Glucometer 1's + Blood Glucose Test Strips 25's),1650.00,775.50,Mkt: Healtharx Technologies Pvt. Ltd.
812,Bonjour Paris Photo Finish Natural Matte Loose Powder-Fair 9.5 gm,295.00,265.50,Mkt: Cherry Cosmo
813,Bonjour Paris Insta Dramatic Water Proof Liquid Eyeliner Black 6 ml,199.00,179.10,Mkt: Cherry Cosmo
814,Bonjour Paris Insta Dramatic Water Proof Liquid Eyeliner Silver 6 ml,199.00,179.10,Mkt: Cherry Cosmo
815,Bonjour Paris Insta Dramatic Water Proof Liquid Eyeliner Ash Grey 6 ml,199.00,179.10,Mkt: Cherry Cosmo
816,Bonjour Paris Insta Dramatic Water Proof Liquid Eyeliner Aqua Green 6 ml,199.00,179.10,Mkt: Cherry Cosmo
817,Bonjour Paris Photo Match Translucent Compact Face Powder-Natural Fair 9 gm,275.00,247.50,Mkt: Cherry Cosmo
818,Bonjour Paris Photo Match Translucent Compact Face Powder-Fair 9 gm,275.00,247.50,Mkt: Cherry Cosmo
819,Bonjour Paris Photo Match Translucent Compact Face Powder-Wheatish To Dusky Skin 9 gm,275.00,247.50,Mkt: Cherry Cosmo
820,Bonjour Paris Photo Match Translucent Compact Face Powder-Medium Beige Skin 9 gm,275.00,247.50,Mkt: Cherry Cosmo
821,Bonjour Paris Coat Me Photo Match Translucent Compact Face Powder and Highlighter-Fair Pearly 9 gm,275.00,247.50,Mkt: Cherry Cosmo
822,Baidyanath Vansaar Gut Relief (Sugar Free) Powder 200 gm,330.00,313.50,Mkt: Riaan Wellness Pvt Ltd
823,Baidyanath Vansaar Aloe Vera Tablet 60's,249.00,236.55,Mkt: Riaan Wellness Pvt Ltd
824,Baidyanath Vansaar Amla Tablet 60's,249.00,236.55,Mkt: Riaan Wellness Pvt Ltd
825,Baidyanath Vansaar Tulsi Tablet 60's,249.00,236.55,Mkt: Riaan Wellness Pvt Ltd
826,BJain Omeo Broncholite Medicated Syrup 100 ml,110.00,99.00,Mkt: Bjain Pharmaceuticals Pvt. Ltd
827,Bonjour Paris Photo Match Crayon Concealer - Ivory 3.2 gm,399.00,359.10,Mkt: Cherry Cosmo
828,Bonjour Paris Insta Dramatic Water Proof Gel Eyeliner 4 ml,345.00,310.50,Mkt: Cherry Cosmo
829,Bonjour Paris Insta Dramatic Water Proof Liquid Eyeliner 6 ml,199.00,179.10,Mkt: Cherry Cosmo
830,Bonjour Paris Coat Me Photo Match Translucent Compact Face Powder and Highlighter 9 gm,275.00,247.50,Mkt: Cherry Cosmo
831,"Bonjour Paris Oil - Free Concealer Cum Pan Stick for Face ,Fair to Wheatish 4.2 gm",260.00,234.00,Mkt: Cherry Cosmo
832,"Bonjour Paris Oil - Free Concealer Cum Pan Stick for Face ,Natural Skin 4.2 gm",260.00,234.00,Mkt: Cherry Cosmo
833,"Bonjour Paris Oil - Free Concealer Cum Pan Stick for Face ,Fair Skin 4.2 gm",260.00,234.00,Mkt: Cherry Cosmo
834,Bonjour Paris Premium Creme Matte 9-5 Hydrating Lipstick - Light Burgundy 4.2 gm,395.00,355.50,Mkt: Cherry Cosmo
835,Bonjour Paris Premium Mettalic Shine Lipstick for Women - Brownish Pink 4.2 gm,395.00,355.50,Mkt: Cherry Cosmo
836,Bonjour Paris Premium Mettalic Shine Lipstick for Women - Nude Pink 4.2 gm,395.00,355.50,Mkt: Cherry Cosmo
837,Bonjour Paris Premium Go Creative Dual Satin Matte Lipsticks (Bubble Gum/Fuchsia) 4.2 gm,395.00,355.50,Mkt: Cherry Cosmo
838,Bonjour Paris Premium Go Creative Dual Satin Matte Lipsticks (Brown/Nude Brown) 4.2 gm,395.00,355.50,Mkt: Cherry Cosmo
839,Bonjour Paris Premium Go Creative Dual Satin Matte Lipsticks (Red/Coral) 4.2 gm,395.00,355.50,Mkt: Cherry Cosmo
840,Bonjour Paris Premium Super Matte 9-5 Hydrating Lipstick - Grape Vine Purple 4.2 gm,395.00,355.50,Mkt: Cherry Cosmo
841,Bonjour Paris Premium Super Matte 9-5 Hydrating Lipstick - Pink Rose 4.2 gm,395.00,355.50,Mkt: Cherry Cosmo
842,Bonjour Paris Premium Super Matte 9-5 Hydrating Lipstick - Pinkish 4.2 gm,395.00,355.50,Mkt: Cherry Cosmo
843,Bonjour Paris Metallic Eye Pencil cum Eye Shadow - Waterproof Gold 1.8 gm,125.00,112.50,Mkt: Cherry Cosmo
844,Bonjour Paris Metallic Eye Pencil cum Eye Shadow - Waterproof Quick Silver 1.8 gm,125.00,112.50,Mkt: Cherry Cosmo
845,Bonjour Paris Metallic Eye Pencil cum Eye Shadow - Waterproof Party Blue 1.8 gm,125.00,112.50,Mkt: Cherry Cosmo
846,Bonjour Paris Metallic Eye Pencil cum Eye Shadow - Waterproof Cool Purple 1.8 gm,125.00,112.50,Mkt: Cherry Cosmo
847,Bonjour Paris Coat Me Neon Satin Matte Nail Polish - Fluorescent Yellow 9 ml,145.00,130.50,Mkt: Cherry Cosmo
848,Bonjour Paris Coat Me Neon Satin Matte Nail Polish - Fluorescent Red 9 ml,145.00,130.50,Mkt: Cherry Cosmo
849,Bonjour Paris Coat Me Pearly Shine Nail Polish - 3D Glitter Finish - Gold 9 ml,145.00,130.50,Mkt: Cherry Cosmo
850,Bonjour Paris Coat Me Pearly Shine Nail Polish - 3D Glitter Finish - White Stars 9 ml,145.00,130.50,Mkt: Cherry Cosmo
851,Bonjour Paris Coat Me Satin Matte Nail Polish - Blue Mood 9 ml,145.00,130.50,Mkt: Cherry Cosmo
852,Bonjour Paris Coat Me Satin Matte Nail Polish - Transparent Top Coat 9 ml,145.00,130.50,Mkt: Cherry Cosmo
853,Bonjour Paris Coat Me Satin Matte Nail Polish - White 9 ml,145.00,130.50,Mkt: Cherry Cosmo
854,Bonjour Paris Satin Matte Nail Polish - Brownish Red 9 ml,145.00,130.50,Mkt: Cherry Cosmo
855,Bonjour Paris Satin Matte Nail Polish - Hot Pink 9 ml,145.00,130.50,Mkt: Cherry Cosmo
856,Bonjour Paris Satin Matte Nail Polish - Deep Pink 9 ml,145.00,130.50,Mkt: Cherry Cosmo
857,Bonjour Paris Satin Matte Nail Polish (Dark Purple) 9 ml,145.00,130.50,Mkt: Cherry Cosmo
858,Bonjour Paris Silk Matte Lipstick-Nude Pink 4.2 gm,349.00,314.10,Mkt: Cherry Cosmo
859,Bonjour Paris Silk Matte Lipstick-Pink Rose 4.2 gm,349.00,314.10,Mkt: Cherry Cosmo
860,Bonjour Paris Silk Matte Lipstick-Purpley Pink 4.2 gm,349.00,314.10,Mkt: Cherry Cosmo
861,Bonjour Paris Silk Matte Lipstick-Cherry Red 4.2 gm,349.00,314.10,Mkt: Cherry Cosmo
862,Bonjour Paris Silk Matte Lipstick-Light Burgundy 4.2 gm,349.00,314.10,Mkt: Cherry Cosmo
863,Bonjour Paris Silk Matte Lipstick-Mauve 4.2 gm,349.00,314.10,Mkt: Cherry Cosmo
864,Bonjour Paris Silk Matte Lipstick-Blush Pink 4.2 gm,349.00,314.10,Mkt: Cherry Cosmo
865,Bonjour Paris Silk Matte Lipstick-deep Pink 4.2 gm,349.00,314.10,Mkt: Cherry Cosmo
866,Bonjour Paris Silk Matte Lipstick-Just Red 4.2 gm,349.00,314.10,Mkt: Cherry Cosmo
867,Bonjour Paris Silk Matte Lipstick-Dark Burgundy 4.2 gm,349.00,314.10,Mkt: Cherry Cosmo
868,Bonjour Paris Nail Polish - Nail Care Tranparent Cuticle Oil 9 ml,199.00,179.10,Mkt: Cherry Cosmo
869,Bonjour Paris Nail Polish Top Coat Tranparent 9.5 ml,199.00,179.10,Mkt: Cherry Cosmo
870,Bonjour Paris Nail Polish Base Coat Tranparent 9.5 ml,199.00,179.10,Mkt: Cherry Cosmo
871,Bonjour Paris Photo Match Concealer Stick cum Primer - Beige 3.2 gm,375.00,337.50,Mkt: Cherry Cosmo
872,Bonjour Paris Photo Match Concealer Stick cum Primer - Natural Beige 3.2 gm,375.00,337.50,Mkt: Cherry Cosmo
873,Bonjour Paris Photo Match Concealer Stick cum Primer - Natural 3.2 gm,375.00,337.50,Mkt: Cherry Cosmo
874,Bonjour Paris Photo Match Concealer Stick cum Primer - Peach 3.2 gm,375.00,337.50,Mkt: Cherry Cosmo
875,Bonjour Paris Photo Match Concealer Stick cum Primer - Rose Fair 3.2 gm,375.00,337.50,Mkt: Cherry Cosmo
876,Bonjour Paris Photo Match Liquid Concealer - Golden 4 ml,399.00,359.10,Mkt: Cherry Cosmo
877,Bonjour Paris Photo Match Liquid Concealer - Honey 4 ml,399.00,359.10,Mkt: Cherry Cosmo
878,Bonjour Paris Photo Match Liquid Concealer - Sand 4 ml,399.00,359.10,Mkt: Cherry Cosmo
879,Bonjour Paris Photo Match Liquid Concealer - Rose Blush 4 ml,399.00,359.10,Mkt: Cherry Cosmo
880,Bonjour Paris Just Matte Lip Crayon - French Red 3.2 gm,425.00,382.50,Mkt: Cherry Cosmo
881,Bonjour Paris Just Matte Lip Crayon - Mauve 3.2 gm,425.00,382.50,Mkt: Cherry Cosmo
882,BENZAC AC 5% Gel 30gm,238.80,195.82,Mkt: Galderma India Pvt Ltd
883,Bloomsberry Sanitizer Combo Pack (Ice Cream Holder + Bubble Kiss) 30 ml,450.00,427.50,Mkt: Bloomsberry Innovations
884,Bloomsberry Sanitizer Combo Pack (Pink Cat Holder + Crispy Air) 30 ml,450.00,427.50,Mkt: Bloomsberry Innovations
885,Bloomsberry Sanitizer Combo Pack (Hello Kitty Holder + Crispy Air) 30 ml,425.00,403.75,Mkt: Bloomsberry Innovations
886,Bloomsberry Sanitizer Combo Pack (Lambie Holder + Crispy Air) 30 ml,425.00,340.00,Mkt: Bloomsberry Innovations
887,Bloomsberry Combo Pack (Lamb Holder + Bubble Kiss Sanitizer 30 ml),425.00,420.75,Mkt: Bloomsberry Innovations
888,Bloomsberry Sanitizer Combo Pack (Owl Holder + Bubble Kiss) 30 ml,425.00,420.75,Mkt: Bloomsberry Innovations
889,Bloomsberry Hand Sanitizer - Enchanted 30 ml,60.00,59.40,Mkt: Bloomsberry Innovations
890,Bloomsberry Hand Sanitizer - Green Apple 30 ml,60.00,57.00,Mkt: Bloomsberry Innovations
891,Bloomsberry Minute Manicure Hand Scrub - Blossom Sugar 150 gm,549.00,521.55,Mkt: Bloomsberry Innovations
892,Bloomsberry Combo Pack (Camera Holder + Bubble Kiss Sanitizer 30 ml),460.00,437.00,Mkt: Bloomsberry Innovations
893,Bloomsberry Combo Pack (Fox Holder + Crispy Air Sanitizer 30 ml),450.00,427.50,Mkt: Bloomsberry Innovations
894,Bloomsberry Combo Pack (Bow Holder + Blossom Bouquet Sanitizer 30 ml),425.00,403.75,Mkt: Bloomsberry Innovations
895,Bloomsberry Hand Sanitizer Combo Pack 30 ml (Bubble Kiss + Crispy Air + Enchanted + Winter Glow + Green Apple + Lavendar),360.00,342.00,Mkt: Bloomsberry Innovations
896,Bloomsberry Hand Sanitizer Combo Pack (Winter Glow Sanitizer 30 ml + Bubble Kiss + Lavendar Sunshine Sanitizer 30 ml),180.00,171.00,Mkt: Bloomsberry Innovations
897,Bloomsberry Hand Sanitizer Combo Pack 30 ml (Winter Glow + Crispy Air + Lavendar Sunshine),180.00,171.00,Mkt: Bloomsberry Innovations
898,Bloomsberry Hand Sanitizer Combo Pack (Bubble Kiss Sanitizer 30 ml + Crispy Air Sanitizer 30 ml + Enchanted Sanitizer 30 ml),180.00,171.00,Mkt: Bloomsberry Innovations
899,Bloomsberry Combo Pack (Boom Holder + Bubble Kiss Sanitizer 30 ml),450.00,405.00,Mkt: Bloomsberry Innovations
900,Bloomsberry Whitening Nail Polish Remover Liquid 118 ml,375.00,337.50,Mkt: Bloomsberry Innovations
901,Bloomsberry Hand Sanitizer - Crispy Air (Pack of 3 x 30 ml),180.00,171.00,Mkt: Bloomsberry Innovations
902,Bloomsberry Hand Sanitizer - Bubble Kiss (Pack of 3 x 30 ml),180.00,153.00,Mkt: Bloomsberry Innovations
903,Bloomsberry Hand Sanitizer Combo Pack 30 ml (Winter Glow + Lavendar Sunshine),120.00,114.00,Mkt: Bloomsberry Innovations
904,Bloomsberry Nourishing Nail Polish Remover Liquid 118 ml,375.00,337.50,Mkt: Bloomsberry Innovations
905,Bloomsberry Strengthening Nail Polish Remover Liquid 118 ml,375.00,337.50,Mkt: Bloomsberry Innovations
906,Bloomsberry Sanitizer Combo Pack (Angry Bird Holder + Bubble Kiss) 30 ml,425.00,403.75,Mkt: Bloomsberry Innovations
907,Bloomsberry Sanitizer Combo Pack (Tortoise Holder + Green Apple Harvest) 30 ml,425.00,403.75,Mkt: Bloomsberry Innovations
908,Bloomsberry Sanitizer Combo Pack (Nutty Holder + Bubble Kiss) 30 ml,450.00,427.50,Mkt: Bloomsberry Innovations
909,Bloomsberry Sanitizer Combo Pack (Unicorn Holder + Enchanted) 30 ml,450.00,427.50,Mkt: Bloomsberry Innovations
910,Beardo Detan Face Scrub Detox Rejuvenating 100gm,350.00,259.00,Mkt: Zed Lifestyle Pvt Ltd
911,Beardo Hair Wax - Strong Hold Crystal Wax 100 gm,400.00,296.00,Mkt: Zed Lifestyle Pvt Ltd
912,BENZ PEARLS Capsule 10's,88.60,72.65,Mkt: Lupin Ltd
913,BILAHIST 40 Tablet 10's,180.00,147.60,Mkt: Med Manor Organics Pvt Ltd
914,BRIVAPRIDE 75 Tablet 10's,270.00,221.40,Mkt: Micro Labs Ltd
915,BRIV Syrup 100ml,357.50,293.15,Mkt: Dr. Reddy's Laboratories Ltd
916,Broncho Rub Pain Relief Balm - Extra Strength 10 ml,42.00,37.80,Mkt: IPI India Pvt Ltd
917,Broncho Rub Pain Relief Balm - Cool Relief 50 ml,130.00,117.00,Mkt: IPI India Pvt Ltd
918,Broncho Rub Pain Relief Balm - Cool Relief 10 ml,37.00,33.30,Mkt: IPI India Pvt Ltd
919,Broncho Rub Pain Relief Balm - Extra Strength 50 ml,145.00,130.50,Mkt: IPI India Pvt Ltd
920,BRIVAZEN Oral Solution 100ml,458.00,375.56,Mkt: Intas Pharmaceuticals Ltd
921,BILAJOY M Tablet 10's,169.00,138.58,Mkt: Talent India
922,BRIGREL 60 Tablet 10's,215.00,176.30,Mkt: Micro Labs Ltd
923,BILANIX FORTE Tablet 10's,199.00,163.18,Mkt: Ajanta Pharma Ltd
924,BILAZEST KIDS Oral Solution 60ml,118.80,97.42,Mkt: Abbott Healthcare Pvt Ltd
925,BELL MFC DM Eye Drops 10ml,37.29,30.58,Mkt: Bell Pharma Pvt Ltd
926,BRIVGARD 50mg Injection 5ml,142.93,117.20,Mkt: Lupin Ltd
927,BIOCEF 1gm Injection 10ml,69.50,48.65,Mkt: Leeford Healthcare Ltd (Generics)
928,Baby Dove Rich Moisture Body Wash 200ml,215.00,193.50,Mkt: Hindustan Unilever Limited
929,Baby Dove Rich Moisture Body Lotion 400ml,310.00,279.00,Mkt: Hindustan Unilever Limited
930,Baby Dove Rich Moisture Baby Shampoo 400ml,380.00,342.00,Mkt: Hindustan Unilever Limited
931,Baby Dove Rich Moisture Baby Shampoo 200ml,220.00,198.00,Mkt: Hindustan Unilever Limited
932,Baby Dove Rich Moisture Baby Lotion 200ml,215.00,193.50,Mkt: Hindustan Unilever Limited
933,BACSTAN O Tablet 10's,158.00,129.56,Mkt: Avis Life Care Pvt Ltd
934,Beoman Clean and Active 3 In 1 Face Wash 100 gm,299.00,284.05,Mkt: Hustling Den Enterprises
935,BUTABROM Tablet 10's,31.00,25.42,Mkt: Rekvina Pharmaceuticals
936,Baidyanath Sut Shekar Ras Tablet 40's,177.00,,Mkt: Shree Baidyanath Ayurved Bhawan Pvt Ltd
937,BILAFORD M Tablet 10's,150.00,105.00,Mkt: Leeford Healthcare Ltd (Generics)
938,Bahola Urelief Drops 30 ml,125.00,111.25,Mkt: Bahola Labs
939,Bahola Tooth Drops 15 ml,85.00,75.65,Mkt: Bahola Labs
940,Bahola Tonsilo Tablet 90's,160.00,142.40,Mkt: Bahola Labs
941,Bahola Stincura Oil 10 ml,90.00,80.10,Mkt: Bahola Labs
942,Bahola Sodhari Tonic 450 ml,265.00,235.85,Mkt: Bahola Labs
943,Bahola Sodhari Tonic 200 ml,145.00,129.05,Mkt: Bahola Labs
944,Bahola Sinaril Drops 30 ml,125.00,111.25,Mkt: Bahola Labs
945,Bahola Septin Tablet 50's,120.00,106.80,Mkt: Bahola Labs
946,B N C Strawberry Flavour Bottle Of 200ml Syrup,153.00,131.58,['AGLOWMED LIMITED']
947,B-Protin Chocolate Nutrition Supplement Bottle Of 500 G,575.00,,['B-Protin']
948,Bm Cough Expt,106.00,91.16,['MONTEK BIOPHARMA']
949,B N C Aglowmed Drops 15 Ml,15.00,12.90,
950,Bpl B3 120/80  Bp Monitor,1770.00,,
951,B-Protin Mango Powder 200gm,,,
952,B Protin Chocolate Nutrition Supplement Bottle Of 200 G,270.00,,
953,Bbb Better Body Bombay Blood Orange Energizing Body Lotion | For All Skin Types (300ml),599.00,,
954,Bpl Orthopaedic Heating Belt Xl,1150.00,,
955,B3g Injection 2 Ml,28.00,24.08,
956,Bfm 6 Strip Of 10 Tablets,,,
957,B 9 Tetra Drink 200ml,49.00,42.14,
958,B Complex Strip Of 10 Capsules,38.00,,
959,B Tab Strip Of 10 Tablets,,,
960,Bpl Bp Monitor B10,,,
961,Becozyme Tablet 10,13.00,11.18,
962,B New Advanced Cream,495.00,425.70,
963,Bpl Bp Monitor B16,1730.00,,
964,Bio Strip Of 10 Tablets,72.90,62.69,
965,B-75 75 Mg Tablet 30,,,
966,B Colen Tablet 10,,,
967,B Protin Powder 500 Gm,,,
968,Bio R Strip Of 10 Tablets,69.00,59.34,
969,Bpl Heating Belt Prime - 1'S,1150.00,,
970,B Hexy Mouthwash,56.90,48.93,
971,B Alpha Tablets,5.00,4.30,
972,B Protin Vanilla Powder 200 Gm,,,
973,B Protin Powder 200 Gm,260.00,,
974,Bovit Syrup 200ml,,,
975,B12 Plus Vial Of 2ml Injection,,,
976,Bma Capsule,,,
977,B 10 Forte Plus Strip Of 10 Tablets,,,
978,B Colex Injection 1 Ml,8.06,6.93,
979,Bio Rd Capsule,,,
980,B Complex Bottle Of 30ml Syrup,35.70,30.70,
981,Bpl 120/80 B16 - 1'S,1730.00,,
982,B Banc Tablets,88.88,76.44,
983,B Vital Capsule,365.00,313.90,
984,Bio B6 Tablets,93.77,80.64,
985,B 10 Forte Strip Of 10 Tablets,,,
986,Bpl  Orthopaedic Heating Belt  Regular,,,
987,Bel Avenir Devoue Morganite,,,
988,B Complex Bottle Of 120ml Syrup,,,
989,B 12 Ampoule Of 2ml Injection,,,
990,Baby Shampoo 40 Ml,,,
991,B Hair Lotion 100ml,,,
992,Bpl Cervical Collar - 1'S,,,
993,Bel Avenir Devoue Lilac,,,
994,Bio Oil 25 Ml,,,
995,Bcaa Capsule 10,,,
996,Booklet - Focus Tb 1 Pc.,,,
997,Baksons Body Oil 100 Ml,,,
998,Black Pollution Mask 1,,,
999,B Gel Liquid 200ml,,,
1000,Fortinerv Tablet 10'S,269.50,220.99,Mkt: Arinna Lifesciences Ltd
1001,Flunil 10mg Capsule 10'S,33.15,27.18,Mkt: Intas Pharmaceuticals Ltd
1002,Fluvoxin CR 50mg Tablet 10'S,202.00,165.64,Mkt: Sun Pharmaceutical Industries Ltd
1003,Fixon Powder 15gm,48.50,39.77,Mkt: ICPA HEALTH PRODUCT LTD
1004,Folinine Tablet 15'S,213.62,175.17,Mkt: Cipla Ltd
1005,Fincar 5mg Tablet 10'S,236.73,165.71,Mkt: Cipla Ltd
1006,Freego Granule 150gm,380.20,311.76,Mkt: Alembic Pharmaceuticals Ltd
1007,Ferikind M Tablet 10'S,154.00,126.28,Mkt: Mankind Pharma Pvt Ltd
1008,Fine Nerve NT Tablet 10'S,175.00,143.50,Mkt: Akumentis Healthcare Ltd
1009,Fudic Cream 10gm,110.10,90.28,Mkt: Hegde & Hegde Pharmaceutica Llp
1010,Formoflo 250 Transhaler 120Md,835.40,685.03,Mkt: Lupin Ltd
1011,Ferikind Tablet 10'S,126.50,103.73,Mkt: Mankind Pharma Pvt Ltd
1012,Funtime 100mg Tablet 4'S,115.00,80.50,Mkt: Leeford Healthcare Ltd (Generics)
1013,Foracort 100mcg Rotacap 30'S,158.59,130.04,Mkt: Cipla Ltd
1014,Full 24 Tablet 10'S,317.00,259.94,Mkt: Emcure Pharmaceuticals Ltd
1015,Ferpill F Tablet 10'S,363.00,297.66,Mkt: Intas Pharmaceuticals Ltd
1016,Flunarin 5mg Tablet 10'S,27.66,22.68,Mkt: FDC Limited
1017,Fecontin Z Tablet 10'S,224.00,183.68,Mkt: Modi - Mundi Pharma Pvt. Ltd.
1018,Floristore Capsule 10'S,200.00,164.00,Mkt: Zuventus Healthcare Ltd
1019,Foligain Hair Lotion 100ml,570.00,484.50,Mkt: UBIK SOLUTIONS PVT LTD
1020,Feroglobin B12 Capsule 15'S,260.00,213.20,Mkt: MEYER ORGANICS PVT LTD
1021,Fungicros Cream 10gm,199.00,163.18,Mkt: Sun Pharmaceutical Industries Ltd
1022,FML Liquifilm Eye Drops 5ml,167.92,137.69,Mkt: Allergan India Pvt Ltd
1023,Fertihope M Tablet 10'S,684.00,560.88,Mkt: Tablets India Ltd
1024,Fostera 5mg Tablet 10'S,111.00,91.02,Mkt: Intas Pharmaceuticals Ltd
1025,Folsafe D Capsule 10'S,219.60,180.07,Mkt: Cadila Healthcare Ltd (Zydus)
1026,Flutiflo Nasal Spray 10ml,391.10,320.70,Mkt: Lupin Ltd
1027,Febuday 40mg Tablet 10'S,93.00,76.26,Mkt: Msn Laboratories Pvt Ltd
1028,Forcan 200mg Tablet 4'S,78.17,64.10,Mkt: Cipla Ltd
